 ##########################################

   Memory Reading Speed Test ia64 ia64 optimized Wed Feb 16 00:05:20 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1501   2202   5651   1498   2429   6356   3890   1801   8366
      16    1502   2219   5664   1502   2415   6373   3910   1823   8442
      32    1502   2222   3713   1503   2433   4693   3923   1812   8480
      64    1500   2222   3715   1502   2434   4697   3928   1824   4639
     128    1503   2211   3716   1502   2434   4698   3892   1825   4643
     256    1490   2133   3456   1490   2316   4317   3534   1787   4297
     512    1466   1937   2848   1466   2029   3643   2393   1638   3206
    1024    1465   1934   2832   1465   2028   3636   2289   1599   3097
    2048    1368   1777   2425   1369   1833   3071   1873   1395   2377
    4096     808   1014   1101    803    956   1313    577    553    803
    8192     754    980   1075    753    949   1235    518    506    751

                End of test Wed Feb 16 00:05:37 2022

