    BusSpeed ia64 ia64 optimized Tue Feb 15 23:53:22 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2845   2898   4532   5658   5815   5883
      32   2134   2066   2574   3307   3957   4847
      64   2160   2088   2652   3317   3965   4866
     128   2158   2132   2643   3312   3959   4862
     256   1279   2030   2559   3198   3864   4774
     512    713   1407   1826   2358   3222   4077
    1024    795   1399   1791   2305   3244   4057
    4096    142    279    420    627    940   1107
   16384    115    229    349    527    793    936
   65536    115    230    349    526    793    937
