    BusSpeed ia64 ia64 optimized Tue Feb 15 23:53:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2851   2903   4532   5735   5822   5888
      32   2134   2066   2574   3564   4113   4588
      64   2160   2088   2649   3576   4125   4593
     128   2097   2117   2649   3563   4121   4588
     256    991   1797   2265   3040   3452   3730
     512    780   1465   1854   2712   2885   3242
    1024    788   1398   1785   2697   2870   3225
    4096    134    270    401    671    928   1091
   16384    114    233    348    587    822    973
   65536    114    233    348    587    822    972
