 ##########################################

   Memory Reading Speed Test ia64 ia64 optimized Wed Feb 16 00:05:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1648    982   2320   1646    982   3401   2039   1159   1594
      16    1649    983   2322   1649    983   3405   2042   1160   1596
      32    1649    983   2044   1649    983   2919   2044   1162   1596
      64    1649    983   2044   1649    983   2921   2045   1162   1345
     128    1650    982   2045   1650    982   2921   2044   1162   1345
     256    1643    966   1988   1643    966   2809   2028   1147   1336
     512    1585    921   1863   1585    920   2487   1874   1060   1234
    1024    1582    926   1848   1582    922   2515   1844   1050   1216
    2048    1512    895   1751   1511    887   2339   1675    992   1139
    4096     814    649    842    810    641   1130    527    443    474
    8192     755    619    777    753    604   1067    472    407    432

                End of test Wed Feb 16 00:05:20 2022

