    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:49:28 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1125   1615   2647   3908   4969   5807
      32   1014   1471   2438   3720   4834   5771
      64   1182   1672   2721   4072   5123   6107
     128    713   1071   1868   3166   4218   5293
     256    696   1048   1842   3145   4171   5275
     512    701   1055   1838   3144   4173   5278
    1024    356    578   1004   1972   3211   5026
    4096    225    377    632   1318   2457   4376
   16384    201    319    543   1152   2118   3820
   65536    166    253    437   1006   1888   3419
