    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:56:35 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5546   5573   5993   6330   7393   7394
      32   1979   2623   3806   4702   5980   6627
      64    955   1370   2359   3523   4729   5870
     128    747   1102   1908   3012   4069   5358
     256    705   1047   1838   2919   3943   5247
     512    712   1055   1834   2896   3958   5268
    1024    337    530    927   1774   3038   4941
    4096    237    373    636   1296   2392   4443
   16384    206    311    545   1137   2020   3840
   65536    167    248    449   1008   1821   3398
