    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:53:12 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1530   2103   4493   5853   6894   6978
      32   1899   2682   3731   4743   5969   6649
      64   1004   1441   2388   3493   4639   5771
     128    745   1093   1896   3079   4196   5356
     256    703   1042   1836   3080   3992   5263
     512    709   1052   1832   3071   4020   5268
    1024    346    557    979   1867   3156   4998
    4096    237    373    639   1310   2365   4457
   16384    206    311    549   1151   2040   3840
   65536    166    247    448   1006   1815   3374
