 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:23:54 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12613  13280  11264  12631  12681  11547  10822   5562  11333
      16   12635  13336  11297  12636  12702  11548  11253   5749  11519
      32    8178   8584   9807   8779   8772   9916  12979   5864  13066
      64    9317  10901  10323   9686   9792  10416  10551   5491  10349
     128    8392   8995   9804   8645   8352   9907  10933   5433  10017
     256    8018   7107   9323   8259   8277   9504  10540   5366  10472
     512    8229   7457   9522   8442   8746   9544  10179   5310  10452
    1024    8102   6852   9620   8202   7697   9751  10148   5314  10484
    2048    5461   4100   9610   5688   5567   9683   8960   5286   8841
    4096    5484   4499   9525   5673   5836   9658   5561   5296   5244
    8192    5416   4060   9627   5566   6291   9738   5318   5147   5135

                End of test Sun Oct 22 06:24:11 2023

