    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:57:05 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5522   5559   6030   6974   6901   7539
      32   1586   2163   3331   4653   5530   6536
      64   1178   1715   2885   4260   5314   6344
     128    770   1115   1922   3050   4264   5440
     256    708   1050   1837   2904   4147   5342
     512    713   1056   1825   2885   4124   5340
    1024    367    561    975   1953   3239   5130
    4096    240    369    627   1318   2462   4421
   16384    208    308    534   1147   2106   3863
   65536    165    238    422    991   1846   3374
