    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:51:20 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1488   1931   4380   6194   6365   7191
      32   1896   2555   3624   4955   5772   6579
      64   1119   1612   2568   3905   4982   5965
     128    747   1107   1932   3197   4279   5389
     256    714   1072   1891   3168   4225   5361
     512    699   1055   1840   3127   4170   5291
    1024    385    638   1093   2118   3377   5175
    4096    225    377    631   1316   2454   4369
   16384    202    320    545   1154   2132   3833
   65536    166    252    435   1007   1896   3345
