    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:54:43 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5527   5559   5991   6347   7407   7379
      32   5814   5902   6056   6316   7442   7439
      64   1242   1746   2884   4081   5369   6250
     128    762   1116   1928   3139   4209   5365
     256    708   1045   1834   3091   4003   5272
     512    708   1047   1838   3091   3996   5265
    1024    381    605   1056   2004   3199   5013
    4096    238    373    640   1306   2385   4404
   16384    205    311    546   1148   2020   3763
   65536    166    247    448   1006   1826   3395
