    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:48:37 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1101   1485   3241   4310   5802   6532
      32   1602   2181   3237   4386   5527   6424
      64   1221   1673   2802   3993   5091   6190
     128    794   1164   1979   3093   3991   5450
     256    717   1053   1804   2967   3715   5268
     512    719   1058   1815   2969   3715   5270
    1024    404    643   1050   1933   2802   4770
    4096    211    284    478   1014   1789   3457
   16384    189    265    445    969   1712   3282
   65536    162    241    418    946   1700   3283
