 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:21:42 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12622  12278   9531  12655  12274  10147  10748   4834  10823
      16    7396  10042   7846   7300  10073   9517  12201   5209  12215
      32    9153  10901   8614   9205  10949   9898  11674   5120  11732
      64    8662  10746   8425   8636  10825   9687  12371   5387  12052
     128    8849  10644   8514   8965  10430   9602  10601   5069   9634
     256    8588  10079   8702   8613  10167   9399  10514   5180  10137
     512    8436   9767   8441   8549   9796   9232  10395   5201  10308
    1024    7631   9802   8414   7800   9840   9343  10331   5199  10224
    2048    5437   9674   8324   5679   9694   9144   8592   5176   8228
    4096    5443   9297   8361   5690   9728   9097   5453   5140   5250
    8192    5382   9326   8276   5648   9668   9090   5329   5013   5233

                End of test Sun Oct 22 06:21:58 2023

