    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:52:00 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5544   5580   5944   6302   7409   7421
      32   5878   5908   6104   6315   7448   7434
      64    940   1353   2284   3411   4357   5752
     128    718   1051   1812   2850   3711   5253
     256    715   1053   1813   2833   3691   5258
     512    719   1060   1804   2862   3715   5263
    1024    434    688   1188   2172   3219   5079
    4096    234    376    633   1278   2319   4421
   16384    204    313    540   1130   1985   3831
   65536    166    254    444    997   1776   3417
