    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:50:29 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5546   5570   5990   6345   7419   7426
      32   5882   5916   6079   6284   7415   7439
      64    873   1256   2143   3247   4197   5583
     128    821   1193   2032   3155   4023   5514
     256    718   1054   1829   2960   3708   5268
     512    720   1058   1834   2947   3692   5266
    1024    365    593   1027   1928   3010   5015
    4096    234    375    643   1294   2328   4439
   16384    205    317    557   1143   1984   3845
   65536    165    251    452    998   1769   3377
