    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:54:13 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5539   5558   5996   6346   7418   7428
      32   3213   3830   4453   5966   7172   7208
      64   1171   1671   2593   3673   4953   5985
     128    708   1045   1818   3052   3991   5266
     256    705   1040   1830   3083   4028   5266
     512    712   1056   1843   3084   3997   5270
    1024    340    539    947   1817   3087   4971
    4096    236    368    626   1295   2348   4422
   16384    206    312    547   1148   2032   3856
   65536    167    247    446   1003   1823   3455
