 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:16:54 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12636   6550   6463  12616   6504   6846  10600   4815  10586
      16    7209   4270   5394   6813   3612   4383  12266   5384  12196
      32    8816   4767   5278   8914   4245   5348  13092   5505  12771
      64    8878   5023   5683   9165   4485   5706  12965   5411  12680
     128    8395   4497   5317   8482   3919   5336  11880   5331  11106
     256    8464   4720   5357   8559   3781   5319  10711   5225  10327
     512    8333   4622   5299   8508   3794   5221  10333   5199  10315
    1024    8083   3263   5261   8310   2017   5190  10345   5171  10268
    2048    5454   2506   5227   5694   1266   5260   8667   5183   8529
    4096    5450   2423   5313   5692   1267   5251   5466   5142   5286
    8192    5424   2428   5268   5571   1264   5254   5360   5020   5285

                End of test Sun Oct 22 06:17:11 2023

