 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:31:39 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12665  13474  11534  12591  13719  11517  10513   5920  10304
      16   12691  13497  11421  12699  13828  11549  11213   6198  10347
      32   10960  12459  11154  10956  12495  11277  11303   6454  10461
      64   10342  11766  10956  10385  11880  11462  10511   6134   9888
     128    9031  11156  10387   9059  11033  10542  10433   6075   9653
     256    8596  10405  10275   8662  10457  10249  10424   6018   9570
     512    8661  10239  10222   8639  10299  10176  10416   6007   9549
    1024    8296  10200   9990   8230  10336  10180  10446   6009   9528
    2048    5891  10161  10050   5828  10201  10088   8934   5979   8455
    4096    5869  10162   9966   5879  10228  10008   5493   5917   7226
    8192    5833  10161   9652   5869  10235   9938   5427   5743   7079

                End of test Sun Oct 22 06:31:57 2023

