    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:50:49 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5545   5566   5984   6307   7349   7423
      32   2050   2761   3635   4629   5903   6549
      64   1780   2467   3497   4552   5746   6564
     128    736   1083   1858   2974   3816   5309
     256    713   1053   1832   2936   3714   5264
     512    719   1059   1824   2962   3703   5267
    1024    398    635   1100   2036   3106   5041
    4096    234    377    642   1292   2318   4439
   16384    205    318    549   1126   1965   3831
   65536    163    254    452    998   1770   3381
