    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:54:53 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5497   5557   6026   6973   6904   7542
      32   5849   5901   5932   6941   6927   7549
      64   1305   1835   2967   4265   5260   6313
     128    746   1104   1879   3141   4188   5432
     256    710   1049   1827   3042   4146   5333
     512    713   1055   1829   3040   4097   5338
    1024    415    632   1074   2133   3380   5150
    4096    239    367    623   1302   2431   4363
   16384    207    307    528   1142   2099   3833
   65536    166    241    423    996   1865   3426
