 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:29:34 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12677  12682  10581  12674  12682  10584  11182   5917  10194
      16    7935   8478   9492   8084   8497   9366  12488   6251  10422
      32    9874  10046  11192  10028  10152  10609  11790   6085  10369
      64   10237  10299  10979  10275   9905  10968  10449   5843   9790
     128    8963   9859   9751   8940   8541   9646  10184   5786   9359
     256    8553   9804   9430   8685   7742   9402  10556   5896   9478
     512    8739   9221   9468   8735   7716   9479  10425   5879   9380
    1024    8439   6923   9291   8357   4374   9250  10453   5874   9370
    2048    5934   3876   9230   5926   2945   9306   9001   5847   8433
    4096    5895   3702   9199   5907   2930   9306   5476   5801   7307
    8192    5864   3780   9048   5880   2934   9288   5411   5641   6953

                End of test Sun Oct 22 06:29:50 2023

