    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:50:59 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5516   5567   6021   6975   6908   7546
      32   1239   1783   2860   4264   5232   6247
      64    788   1179   2039   3325   4397   5549
     128    692   1049   1831   3131   4172   5287
     256    691   1045   1845   3125   4171   5328
     512    698   1054   1844   3131   4168   5300
    1024    399    654   1127   2151   3432   5242
    4096    226    379    636   1318   2480   4410
   16384    202    319    544   1152   2117   3818
   65536    166    253    437   1002   1873   3333
