 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:21:08 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12625  12267   9584  12561  12277  11022  10630   4770  10626
      16   12649  12278   9641  12655  12291  11046  10947   4988  10647
      32    9946  11622   8850  10286  11626  10706  11870   5093  11662
      64    8997  10874   8321   9241  10861   9947  11287   5093  10382
     128    7884   9602   7971   8048   9722   8973  10965   5231  10467
     256    8003   9237   8454   8145   9442   8396  10460   5203  10135
     512    8201   9454   8155   8247   9478   8675  10335   5200  10302
    1024    7877   9589   7559   8152   9620   8903  10348   5201  10249
    2048    5495   9386   6710   5803   9508   8829   8529   5178   8259
    4096    5468   9241   6733   5732   9607   8997   5450   5144   5289
    8192    5411   9351   6984   5650   9665   9005   5345   5020   5236

                End of test Sun Oct 22 06:21:24 2023

