    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:55:03 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5543   5563   5995   6329   7391   7422
      32   1660   2249   3295   4434   5579   6428
      64    976   1424   2385   3528   4784   5818
     128    761   1118   1936   3036   4239   5416
     256    709   1047   1823   3074   4012   5270
     512    710   1055   1819   3082   4038   5266
    1024    367    592   1034   1956   3205   5011
    4096    236    370    632   1298   2369   4409
   16384    206    307    540   1142   2018   3832
   65536    166    248    448   1006   1822   3380
