    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:52:31 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5513   5573   6032   6977   6906   7547
      32   5852   5898   5931   6940   6930   7558
      64   1686   2268   3553   4950   5941   6734
     128    701   1056   1831   3132   4173   5275
     256    687   1048   1843   3145   4171   5300
     512    701   1056   1846   3143   4171   5275
    1024    325    552    957   1853   3236   5102
    4096    227    381    639   1327   2461   4304
   16384    202    320    544   1154   2105   3827
   65536    167    253    438   1007   1877   3334
