    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:53:42 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5501   5556   6024   6961   6899   7541
      32   5848   5905   5927   6936   6928   7557
      64    894   1290   2264   3578   4678   5789
     128    740   1099   1901   3139   4187   5432
     256    714   1045   1834   3040   4116   5336
     512    715   1054   1838   3041   4156   5338
    1024    354    553    947   1918   3159   5151
    4096    240    369    628   1312   2459   4414
   16384    208    308    533   1144   2102   3816
   65536    167    242    424   1001   1873   3377
