    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:49:58 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5514   5518   5990   6970   6906   7461
      32   1919   2676   3704   5067   5792   6565
      64    861   1280   2200   3517   4604   5668
     128    750   1131   1940   3215   4287   5426
     256    692   1041   1847   3141   4167   5335
     512    698   1055   1845   3139   4168   5334
    1024    378    628   1075   2087   3350   5205
    4096    226    378    637   1316   2433   4364
   16384    201    319    544   1156   2105   3833
   65536    166    254    438   1007   1891   3382
