 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:18:51 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12629   7008   7062  12591   7039   7050  10802   5642  10769
      16   12631   7065   7032  12525   7006   6992  10684   5666  10897
      32   12463   7072   7051  12604   7059   7029  11353   5678  11260
      64    9360   5470   6132   9318   5430   5990  10164   5428  10011
     128    8430   4705   5626   8820   4680   5579  11232   5492  10782
     256    8276   4535   5423   8497   4490   5421  10222   5312  10442
     512    8400   4562   5555   8486   4487   5392  10168   5307  10376
    1024    7695   3030   5481   7634   2933   5441  10169   5314  10414
    2048    5446   1909   5451   5643   1945   5376   8127   5321   7763
    4096    5452   1992   5454   5626   2108   5348   5482   5285   5111
    8192    5422   2065   5445   5599   2077   5384   5355   5190   5156

                End of test Sun Oct 22 06:19:08 2023

