    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:49:08 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5512   5567   6023   6971   6908   7542
      32   1344   1849   2740   4346   5424   6361
      64    994   1442   2440   3711   4863   5826
     128    723   1095   1899   3189   4286   5352
     256    692   1047   1846   3135   4160   5269
     512    597    907   1594   2804   3917   5228
    1024    405    676   1163   2195   3475   5144
    4096    226    374    627   1313   2449   4315
   16384    202    320    544   1158   2120   3821
   65536    167    254    438   1010   1898   3375
