    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:53:52 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5507   5529   5983   6342   7411   7428
      32   2323   2891   3845   5009   6564   6952
      64   1279   1825   2850   4015   5177   6187
     128    706   1047   1829   2998   4046   5241
     256    701   1048   1835   3087   4032   5269
     512    707   1057   1830   3090   4014   5267
    1024    346    552    965   1848   3097   4967
    4096    237    373    639   1303   2332   4396
   16384    206    312    548   1152   2060   3861
   65536    167    247    447   1003   1830   3404
