    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:56:25 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5525   5559   6024   6974   6904   7541
      32   5856   5915   5929   6936   6932   7555
      64   1154   1645   2633   3900   4963   6066
     128    814   1182   2028   3208   4364   5578
     256    712   1048   1829   2902   4158   5341
     512    714   1055   1831   2900   4141   5344
    1024    388    588   1027   2029   3323   5185
    4096    238    367    624   1305   2425   4384
   16384    207    307    531   1144   2095   3817
   65536    166    241    425    997   1869   3377
