 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:29:17 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12622  12676  10484  12681  12679  10581  10594   5662   9895
      16   12691  12711  10605  12707  12706  10605  11090   5842  10178
      32    9860  10462   9928   9621  10263   9699  11431   6023  10376
      64    9203   9418   9035   8912   9297   8837  10932   5878   9861
     128    8842   9106   9392   8701   8617   9386  10910   5913   9703
     256    8339   8959   8839   8363   8028   8433  10576   5882   9511
     512    8564   8193   9156   8544   6855   8842  10431   5879   9386
    1024    8308   6241   9069   8222   4423   9086  10446   5875   9309
    2048    5977   3597   9048   5941   2995   9076   8834   5850   8310
    4096    5860   3580   9238   5849   2954   9333   5489   5803   7294
    8192    5872   3873   8848   5867   2929   9014   5327   5647   7053

                End of test Sun Oct 22 06:29:34 2023

