    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:56:45 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5525   5561   6027   6973   6908   7551
      32   1183   1574   2572   3917   5177   6140
      64    797   1184   2013   3134   4329   5541
     128    725   1070   1855   2962   4125   5384
     256    710   1050   1834   2903   4112   5340
     512    714   1056   1837   2900   4142   5340
    1024    339    523    882   1796   3081   5060
    4096    240    370    630   1317   2458   4424
   16384    207    307    532   1143   2086   3846
   65536    167    241    424    993   1823   3399
