    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:52:21 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1174   1680   2642   3699   4912   5811
      32   1345   1875   2875   4040   5240   6183
      64   1066   1560   2503   3657   4643   5911
     128    711   1051   1806   2855   3715   5258
     256    713   1048   1804   2862   3715   5263
     512    722   1059   1813   2860   3715   5265
    1024    326    523    898   1710   2869   4911
    4096    235    377    636   1284   2319   4378
   16384    203    315    549   1133   1997   3784
   65536    166    254    447   1003   1796   3451
