    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:55:44 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5487   5557   5993   6345   7418   7425
      32   5877   5906   6111   6320   7444   7441
      64   1404   1940   3013   4103   5317   6258
     128    799   1182   2005   3117   4171   5441
     256    704   1049   1837   3082   4046   5268
     512    709   1055   1834   3089   4041   5269
    1024    332    528    922   1784   3048   4942
    4096    237    371    622   1263   2275   4328
   16384    206    312    547   1151   2044   3848
   65536    167    247    446   1003   1823   3400
