 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:27:48 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12653  13458  11508  12588  13715  11469  10736   6165  10278
      16   12700  13460  11554  12693  13803  11526  11169   6250  10353
      32   12713  13468  11540  12711  13558  11450  12674   6259  10247
      64   10199  11719  10605  10163  11755  10326  10585   5961   9864
     128    9078  10807  10755   9014  10954  10032  10356   5924   9527
     256    8582  10452  10217   8626  10348   9669  10443   5992   9485
     512    8686  10436  10282   8657  10449  10036  10415   6009   9409
    1024    8418  10125  10031   8131  10141   9525  10370   6013   9493
    2048    5910  10120  10068   5906  10151   9626   8323   5964   8189
    4096    5917  10138   9999   5905  10170   9639   5456   5920   7345
    8192    5802  10290  10001   5748  10364   9682   5268   5746   7055

                End of test Sun Oct 22 06:28:06 2023

