    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:55:13 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5500   5555   6024   6968   6901   7520
      32   2031   2705   3651   5032   5786   6590
      64   1127   1611   2611   4012   4967   6042
     128    744   1100   1913   3142   4173   5430
     256    705   1046   1828   3042   4140   5338
     512    707   1054   1820   3040   4134   5341
    1024    376    585    988   2020   3263   5150
    4096    241    370    629   1308   2470   4422
   16384    207    307    535   1145   2099   3825
   65536    167    241    425    998   1870   3385
