    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:56:55 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5546   5573   5989   6295   7422   7428
      32   5884   5913   6112   6318   7452   7444
      64    918   1342   2268   3438   4610   5748
     128    748   1108   1902   3010   4045   5329
     256    700   1050   1833   2937   3957   5270
     512    708   1049   1834   2919   3959   5270
    1024    338    538    930   1784   3046   4948
    4096    236    372    638   1292   2358   4411
   16384    205    312    548   1151   2056   3867
   65536    167    247    447   1006   1833   3402
