 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:31:02 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12659  13469  11525  12664  13735  11443  11764   6335  10362
      16   12705  13500  11545  12706  13834  11561  11930   6316  10445
      32    9470  11579  10337   9246  11566  10457  11998   6390  10448
      64   10527  11894  10491  10564  11948  10486  11902   6698  10559
     128    9243  11198  10467   9315  11406  10803  10527   6060   9532
     256    8747  11201  10514   8837  11149  10495  10507   6042   9611
     512    8804  11044  10423   8746  10688  10365  10415   6006   9536
    1024    8534  10601   9992   8405  10560  10281  10447   6011   9530
    2048    5849  10322  10181   5856  10356  10180   8259   5974   8235
    4096    5884  10204  10026   5883  10299  10107   5480   5866   7233
    8192    5880  10218   9800   5905  10265   9994   5490   5742   6970

                End of test Sun Oct 22 06:31:21 2023

