    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:53:01 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1276   1777   2718   4063   4990   5949
      32   1350   1811   2821   4208   5426   6276
      64   1177   1696   2734   4119   5083   6188
     128    773   1138   1938   3190   4295   5459
     256    708   1049   1837   3041   4140   5333
     512    712   1054   1835   3042   4115   5340
    1024    356    564    960   1940   3182   5117
    4096    240    369    618   1287   2419   4360
   16384    207    307    534   1140   2093   3821
   65536    166    241    425    996   1860   3425
