    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:50:39 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1113   1719   2617   3934   4899   5737
      32   1302   1892   2831   4372   5270   6203
      64   1124   1601   2721   4161   5207   6190
     128    830   1224   2108   3374   4494   5528
     256    698   1054   1844   3131   4167   5284
     512    700   1054   1842   3140   4164   5330
    1024    340    569    984   1925   3212   5158
    4096    223    372    630   1306   2439   4367
   16384    202    319    545   1153   2121   3847
   65536    166    254    437   1002   1886   3370
