    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:51:09 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5545   5567   5986   6346   7423   7431
      32   2005   2697   3686   4684   5867   6645
      64    939   1353   2320   3423   4420   5739
     128    767   1134   1934   3043   3881   5381
     256    710   1054   1813   2954   3709   5271
     512    718   1057   1835   2950   3709   5268
    1024    397    632   1088   2018   3082   5064
    4096    234    377    639   1278   2264   4386
   16384    204    317    557   1144   1996   3854
   65536    166    253    453    994   1772   3388
