    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:52:51 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1094   1504   3403   4596   5979   6595
      32   1531   2139   3276   4662   5503   6529
      64    917   1335   2225   3452   4559   5666
     128    751   1103   1901   3146   4164   5429
     256    712   1050   1848   3043   4165   5339
     512    715   1056   1842   3026   4111   5338
    1024    414    638   1088   2156   3418   5245
    4096    240    367    622   1301   2434   4391
   16384    208    308    534   1144   2091   3844
   65536    166    239    419    995   1831   3430
