 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Oct 22 06:26:06 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12613   7029   6536  12686   7054   7046  10539   5736  10062
      16   12691   7065   6584  12714   7072   7066  10984   6025  10240
      32   10237   6104   5753  10184   6141   6053   9325   5473   9487
      64    9791   5822   5401   9837   5823   5890  10964   5982  10049
     128    8927   5512   4883   8932   5509   5543   9924   5786   9432
     256    8768   5488   5060   8742   5492   5514  10474   5857   9472
     512    8690   5428   4805   8670   5436   5463  10417   5869   9372
    1024    8427   5417   3464   8358   5428   5451  10449   5863   9363
    2048    5882   5412   2109   5841   5395   5452   8890   5849   8385
    4096    5868   5431   2105   5858   5440   5467   5476   5797   7312
    8192    5846   5420   2089   5836   5430   5472   5358   5592   7052

                End of test Sun Oct 22 06:26:23 2023

