    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:48:27 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5503   5543   5995   6965   6905   7539
      32   2243   2882   4049   5538   6450   7029
      64   1265   1809   2866   4198   5305   6281
     128    725   1100   1888   3194   4265   5398
     256    693   1048   1836   3126   4167   5281
     512    696   1055   1841   3142   4167   5283
    1024    361    604   1038   2019   3307   5144
    4096    227    379    639   1324   2475   4394
   16384    200    315    540   1149   2102   3787
   65536    167    254    439   1007   1887   3371
