    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:48:58 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5541   5565   5982   6336   7415   7421
      32   3418   3827   4515   5887   7084   7186
      64   1008   1453   2364   3433   4538   5749
     128    728   1109   1883   3012   3822   5349
     256    714   1052   1813   2959   3712   5265
     512    719   1059   1817   2967   3710   5229
    1024    351    563    960   1820   2964   4980
    4096    235    377    635   1295   2322   4399
   16384    206    320    554   1149   1995   3849
   65536    166    254    444    991   1745   3442
