 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:21:58 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12632  12280   9537  12649  12291  10162  10507   4819  10663
      16   12658  12294   9562  12611  12243  10175  10588   4832  11006
      32    8913  10881   8854   9468  10479   9561  12698   5363  12410
      64    9454  10898   8731   9650  10919   9823  12806   5387  12957
     128    8675  10532   8595   8902  10603   9744  10934   5168  10199
     256    8458   9739   8648   8503   9806   9254  10519   5189  10117
     512    8460   9857   8509   8588   9889   9271  10406   5188  10275
    1024    7845   9647   8380   8171   9718   9222  10346   5205  10324
    2048    5503   9565   8310   5772   9466   9025   8506   5164   8471
    4096    5502   9420   8234   5779   9636   8976   5426   5105   5298
    8192    5431   8736   8287   5674   9637   9009   5304   5021   5220

                End of test Sun Oct 22 06:22:14 2023

