    BusSpeed riscv64 rv64g optimized Sun Oct 22 02:56:04 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5525   5561   6024   6973   6903   7473
      32   5848   5905   5930   6936   6927   7558
      64   1022   1475   2516   3876   4960   5973
     128    709   1046   1808   2937   4072   5313
     256    703   1045   1828   2900   4144   5336
     512    713   1053   1825   2897   4094   5337
    1024    351    545    930   1865   3165   5142
    4096    241    364    614   1304   2396   4383
   16384    207    308    534   1145   2094   3838
   65536    166    241    424    996   1866   3369
