 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:23:06 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12629  12281   9536  12656  12283  10154  10396   4833  10648
      16   12650  12294   9553  12614  12242  10175  10538   4882  11624
      32   12652  12299   9567  12635  12212  10188  11069   4970  11017
      64   10001  11458   9344  10103  11470   9948  12458   5319  12973
     128    8821  10583   8663   8965  10790   9888  10497   5094   9828
     256    8535  10128   8628   8559  10026   9418  10290   5176  10193
     512    8279   9824   8506   8522   9851   9255  10342   5179  10216
    1024    7899   9674   8348   8104   9684   9215  10351   5206  10358
    2048    5486   9572   8258   5761   9530   9001   9034   5183   8940
    4096    5474   9185   8218   5760   9605   8978   5467   5095   5299
    8192    5434   9304   8226   5685   9609   9102   5339   4998   5265

                End of test Sun Oct 22 06:23:22 2023

