    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:52:41 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1594   2045   4103   5566   6757   7072
      32   1330   1877   2926   4067   5197   6127
      64   1069   1552   2476   3653   4678   5872
     128    778   1134   1930   3007   3883   5362
     256    714   1053   1818   2860   3719   5262
     512    720   1058   1813   2863   3719   5263
    1024    370    599   1026   1928   3024   5030
    4096    235    379    638   1287   2293   4390
   16384    204    311    548   1130   1998   3810
   65536    166    254    446    998   1797   3375
