    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:51:40 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5547   5577   5986   6349   7376   7359
      32   1634   2181   3255   4359   5474   6363
      64   1037   1454   2517   3659   4761   5891
     128    813   1186   2019   3103   4030   5489
     256    714   1054   1808   2859   3712   5240
     512    713   1058   1810   2852   3709   5262
    1024    335    539    923   1759   2888   4955
    4096    235    378    637   1285   2322   4417
   16384    205    317    551   1123   1967   3820
   65536    166    254    446   1002   1801   3439
