 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Oct 22 06:19:08 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12625  12277   9652  12627  12240  11024  10702   4864  10895
      16   12648  12265   9634  12644  12265  11047  12815   5220  11646
      32    8905  10867   8590   9237  10430  10530  13058   5464  12933
      64    9123  10820   8327   8973  10666  10003  13558   5474  13202
     128    8165  10094   8430   8257   9917   9382  10879   5172  10114
     256    8374  10043   8566   8442  10109   9246  10526   5187  10229
     512    8428  10135   8456   8638   9990   9323  10192   5184  10305
    1024    7601   9799   7480   7912   9875   9195  10334   5197  10287
    2048    5461   9621   6590   5746   9596   9040   8591   5104   8369
    4096    5427   9446   6631   5733   9522   8948   5460   5103   5290
    8192    5425   8792   6619   5704   9536   8888   5311   4994   5238

                End of test Sun Oct 22 06:19:24 2023

