    BusSpeed riscv64 rv64g-opt optimized Sun Oct 22 02:49:48 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1529   2039   4284   5863   6377   7218
      32   1243   1857   2847   4382   5279   6188
      64    868   1272   2191   3391   4605   5710
     128    766   1130   1965   3224   4321   5456
     256    694   1039   1840   3139   4166   5326
     512    698   1055   1834   3145   4167   5333
    1024    362    588   1019   1978   3267   5172
    4096    227    380    640   1326   2481   4404
   16384    202    320    546   1160   2125   3828
   65536    167    253    438   1005   1887   3372
