 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Tue Feb 22 02:25:02 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1391   3100   3635   1391   2958   3743   1979   1324   3723
      16    1391   3105   3639   1392   2962   3738   1985   1326   3736
      32    1381   3084   3588   1381   2942   3694   1974   1317   3713
      64     822   1771   1876    822   1768   1903    710    625    843
     128     761   1626   1712    759   1632   1731    628    562    726
     256     755   1611   1692    753   1616   1709    619    555    715
     512     752   1601   1688    752   1612   1709    617    555    713
    1024     746   1603   1679    752   1604   1698    617    555    712
    2048     513   1077   1135    528   1090   1148    366    340    397
    4096     271    534    542    272    535    547    158    153    163
    8192     235    411    419    235    411    422    134    131    138

                End of test Tue Feb 22 02:25:23 2022

