    BusSpeed riscv64 rv64g-opt optimized Tue Feb 22 01:24:36 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2974   3235   3623   3814   3840   3850
      32   1504   1549   2162   3602   3721   3780
      64    209    210    427    778   1296   1940
     128    179    180    360    664   1133   1750
     256    176    177    356    655   1120   1731
     512    177    178    357    655   1119   1735
    1024    176    177    355    651   1115   1728
    4096     23     23     47     94    184    351
   16384     19     19     39     77    153    289
   65536     19     19     39     77    151    289
