    BusSpeed riscv64 rv64g optimized Tue Feb 22 01:23:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2846   3167   3503   3714   3734   3743
      32   1464   1531   2111   3513   3619   3673
      64    208    210    425    774   1283   1912
     128    179    180    358    661   1124   1730
     256    175    177    355    651   1110   1713
     512    176    178    354    651   1110   1712
    1024    175    177    351    647   1106   1707
    4096     23     23     47     94    184    349
   16384     19     19     39     77    152    289
   65536     19     19     39     77    152    288
