 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Tue Feb 22 02:24:02 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1390   1481   2117   1390   1481   2050   1978   1410   1409
      16    1391   1480   2122   1391   1481   2054   1984   1411   1413
      32    1381   1464   2106   1380   1468   2026   1967   1399   1401
      64     827    849   1033    826    854   1022    709    632    620
     128     765    782    938    764    786    929    626    568    556
     256     757    773    926    758    777    918    617    560    549
     512     756    773    926    757    777    916    616    560    548
    1024     751    773    921    757    777    917    616    558    547
    2048     540    563    643    561    564    638    388    367    359
    4096     271    273    290    271    274    290    157    154    153
    8192     236    237    251    236    238    250    134    131    130

                End of test Tue Feb 22 02:24:22 2022

