 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Tue Feb 22 02:22:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1415   1672   2122   1415   1672   1992   1985   1444   1447
      16    1415   1672   2124   1414   1674   1991   1988   1445   1447
      32    1405   1661   2105   1404   1661   1976   1974   1436   1437
      64     861    886   1020    856    889   1017    708    626    626
     128     799    816    925    794    818    924    625    560    560
     256     791    808    914    787    810    912    616    551    553
     512     790    807    913    786    810    913    615    550    552
    1024     763    788    888    768    791    890    593    533    535
    2048     533    557    596    543    550    598    366    342    339
    4096     276    280    290    275    281    289    157    153    153
    8192     239    242    250    238    242    250    134    130    130

                End of test Tue Feb 22 02:22:21 2022

