    BusSpeed riscv64 rv64g optimized Tue Feb 22 01:23:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2991   3155   3559   3764   3781   3793
      32   1511   1539   2148   3566   3665   3725
      64    209    210    427    779   1294   1940
     128    180    181    360    665   1134   1753
     256    176    177    357    654   1121   1736
     512    177    178    356    654   1118   1734
    1024    176    177    355    638   1111   1727
    4096     24     24     48     95    186    352
   16384     19     19     39     77    152    289
   65536     19     19     39     77    153    288
