 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Tue Feb 22 02:22:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1415   2655   3744   1416   2548   3746   1987   1327   2642
      16    1415   2655   3746   1416   2549   3745   1981   1327   2648
      32    1402   2634   3716   1404   2528   3714   1971   1317   2633
      64     833   1600   1917    833   1576   1917    710    608    807
     128     767   1483   1743    771   1465   1742    627    545    703
     256     763   1467   1719    764   1450   1721    618    537    691
     512     761   1465   1716    762   1445   1721    617    536    690
    1024     756   1461   1716    762   1445   1717    617    536    691
    2048     545   1088   1200    566   1076   1224    396    358    423
    4096     273    519    549    273    518    546    157    152    163
    8192     237    405    422    237    405    424    134    130    138

                End of test Tue Feb 22 02:22:41 2022

