    BusSpeed riscv64 rv64g optimized Tue Feb 22 01:23:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2849   3217   3564   3762   3788   3798
      32   1483   1553   2148   3565   3672   3727
      64    208    210    427    778   1296   1940
     128    180    181    361    665   1135   1755
     256    176    178    356    655   1120   1738
     512    177    178    356    653   1119   1736
    1024    175    177    353    649   1112   1729
    4096     24     24     47     94    184    352
   16384     19     19     39     77    152    288
   65536     19     19     39     77    153    288
