 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Tue Feb 22 02:24:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1391   3102   4238   1391   3102   4704   1980   1410   3834
      16    1391   3107   4240   1392   3106   4710   1985   1413   3844
      32    1381   3084   4207   1382   3082   4666   1965   1402   3812
      64     830   1810   2008    829   1822   2119    710    633    858
     128     768   1668   1811    769   1678   1909    627    568    739
     256     762   1650   1788    762   1658   1878    618    561    727
     512     760   1646   1783    761   1653   1873    617    560    725
    1024     755   1641   1783    761   1651   1866    615    560    725
    2048     508   1101   1158    526   1078   1202    361    341    392
    4096     272    534    556    272    540    562    158    154    164
    8192     237    414    427    237    414    431    134    131    139

                End of test Tue Feb 22 02:25:02 2022

