    BusSpeed riscv64 rv64g optimized Tue Feb 22 01:23:09 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2978   3154   3560   3765   3786   3792
      32   1510   1541   2150   3566   3671   3721
      64    209    210    427    779   1296   1941
     128    180    181    360    665   1135   1752
     256    176    178    356    655   1116   1736
     512    177    179    356    654   1119   1730
    1024    175    177    355    652   1115   1726
    4096     24     24     48     95    186    353
   16384     19     19     39     77    152    289
   65536     19     19     39     76    152    289
