 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Tue Feb 22 02:23:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1415   2653   3975   1414   2653   4545   1984   1446   3168
      16    1415   2655   3981   1414   2655   4546   1986   1447   3177
      32    1403   2633   3948   1403   2633   4507   1975   1437   3157
      64     861   1593   1982    856   1604   2082    708    626    819
     128     799   1472   1797    794   1487   1878    625    560    710
     256     791   1459   1774    786   1471   1851    616    552    697
     512     789   1453   1766    786   1469   1850    615    552    697
    1024     782   1441   1760    784   1461   1842    613    550    695
    2048     544   1005   1188    557   1018   1222    374    347    404
    4096     277    519    555    276    522    561    158    154    163
    8192     239    404    426    239    406    430    134    131    138

                End of test Tue Feb 22 02:23:41 2022

